ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,EventTemplateID,EventName,EventType,EventDescription,EventRecurrencePattern,EventDefaultCapacity,EventOccurrenceID,EventTemplateID.1,EventName.1,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline,RegistrationID,ParticipantID.1,EventOccurrenceID.1,RegistrationStatus,RegistrationAttendedFlag,RegistrationCheckInTime,RegistrationCreatedAt,SurveyID,RegistrationID.1,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate,MilestoneID,ParticipantID.2,MilestoneTitle,MilestoneDate,DonationID,ParticipantID.3,DonationDate,DonationAmount
717,lillian.lewis744@learners.net,Lillian,Lewis,2/28/2003 0:00,participant,801-965-6336,Taylorsville,UT,84204,Retail Store,STEM,,,,,,,717,1,Mentor Office Hours,1/8/2023 10:00,1/8/2023 12:00,Community Center Room A,100,1/1/2023 10:00,717,427,165,attended,1,5/24/2022 10:04,4/30/2022 10:00,717,957,4,4,3,5,4,Promoter,"By the end, the mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I'd attend again with a clearer agenda. I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. Honestly, the pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves.",5/18/2022 10:29,717,521,Internship,5/10/2025,717,1174,4/9/2026,23.54
718,claire.anderson745@ellarises.org,Claire,Anderson,6/4/2006 0:00,participant,801-622-4276,West Jordan,UT,84756,Startup Lab,STEM,,,,,,,718,10,Monthly Art Studio Workshop,9/15/2022 10:00,9/15/2022 12:00,Community Center Room A,100,9/8/2022 10:00,718,428,66,attended,1,9/27/2022 10:01,9/17/2022 10:00,718,958,4,4,4,4,4,Passive,"There were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves. The resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps! If I'm being honest, the organizers ran things smoothly even with a big crowd, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic.",8/12/2025 12:08,718,522,Published Project,3/19/2023,718,1175,4/9/2026,23.54
719,evelyn.walker746@community.org,Evelyn,Walker,11/6/2002 0:00,participant,801-646-3374,Provo,UT,84912,Startup Lab,Both,,,,,,,719,3,Girls in STEAM Mentoring,11/16/2021 10:00,11/16/2021 12:00,Art Studio 2,100,11/9/2021 10:00,719,429,562,attended,1,10/16/2024 10:22,10/3/2024 10:00,719,959,5,4,3,4,4,Passive,"By the end, the mentors were down-to-earth and answered real questions, the coding challenges during Robotics Lab Saturday really clicked for me. I left with actionable next steps, the Python lab during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The pacing made complex ideas feel doable, the Python lab during Robotics Lab Saturday really clicked for me  next time I'd bring a friend.",4/14/2025 3:22,719,523,Mentorship Program,8/21/2025,719,1176,4/9/2026,23.54
720,benjamin.lopez747@community.org,Benjamin,Lopez,3/5/2012 0:00,participant,801-668-4181,Draper,UT,84140,UVU,Arts,,,,,,,720,8,Web Dev Bootcamp Night,12/30/2022 10:00,12/30/2022 12:00,Ella Rises HQ,100,12/23/2022 10:00,720,430,563,attended,1,4/15/2023 10:05,4/5/2023 10:00,720,960,4,5,4,5,4.5,Promoter,"The mentors were down-to-earth and answered real questions, the Python lab during Robotics Lab Saturday really clicked for me; I left energized to keep learning. Surprisingly, the coding challenges during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. The pacing made complex ideas feel doable, the robot build during Robotics Lab Saturday really clicked for me!",9/4/2022 13:05,720,523,AAS in Drafting & Design,10/26/2025,720,1177,UNKNOWN_DATE,148.42
721,nora.perez748@studentmail.org,Nora,Perez,4/17/2004 0:00,participant,801-782-1977,Provo,UT,84709,North Summit High,STEM,,,,,,,721,3,Girls in STEAM Mentoring,11/12/2024 10:00,11/12/2024 12:00,Virtual Zoom,100,11/5/2024 10:00,721,431,564,attended,1,10/18/2024 10:04,10/9/2024 10:00,721,961,3,4,5,4,4,Passive,"Honestly, I met people who want to collaborate on projects, the coding challenges during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda. In my opinion, the organizers ran things smoothly even with a big crowd, the data activity during Robotics Lab Saturday really clicked for me (snacks were a plus).",6/18/2022 13:16,721,524,BS in Computer Science,1/22/2026,,,,
722,theodore.robinson749@community.org,Theodore,Robinson,8/14/2004 0:00,participant,801-551-4602,Orem,UT,84779,Local Library,STEM,,,,,,,722,6,Data Science Study Group,8/3/2022 10:00,8/3/2022 12:00,Local Library,100,7/27/2022 10:00,722,432,565,cancelled,0,,1/27/2025 10:00,722,962,4,5,4,4,4.25,Passive,"Overall, I met people who want to collaborate on projects, the panel Q&A during Girls in STEAM Mentoring really clicked for me! The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable! At first, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I might recommend it depending on the topic.",4/17/2024 14:01,722,525,BS in Computer Science,1/22/2026,,,,
723,chloe.torres750@studentmail.org,Chloe,Torres,11/9/2002 0:00,participant,801-734-9015,Ogden,UT,84422,Local Library,Arts,,,,,,,723,2,Robotics Lab Saturday,12/18/2021 10:00,12/18/2021 12:00,Local Library,100,12/11/2021 10:00,723,433,518,attended,1,5/14/2024 10:07,4/30/2024 10:00,723,965,5,5,5,5,5,Promoter,"The resume clinic during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected (snacks were a plus). Overall, I met people who want to collaborate on projects, the panel Q&A during Mentor Office Hours really clicked for me!",8/24/2025 15:08,723,526,Internship,8/15/2025,,,,
724,theodore.moore751@ellarises.org,Theodore,Moore,5/5/2005 0:00,participant,801-452-5060,Taylorsville,UT,84754,SLCC,Both,,,,,,,724,3,Girls in STEAM Mentoring,12/20/2022 10:00,12/20/2022 12:00,Community Center Room A,100,12/13/2022 10:00,724,434,342,attended,1,6/15/2023 10:06,5/19/2023 10:00,724,968,4,5,4,5,4.5,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd! It boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program.  next time I'd bring a friend. There were concrete examples I can reuse at school, the mentor roundtable during Girls in STEAM Mentoring really clicked for me!",3/18/2025 16:13,724,527,Web Development Certificate,1/16/2025,,,,
725,victoria.nguyen752@studentmail.org,Victoria,Nguyen,7/22/2008 0:00,participant,801-245-1656,Salt Lake City,UT,84428,Art Studio,Both,,,,,,,725,6,Data Science Study Group,2/28/2024 10:00,2/28/2024 12:00,Virtual Zoom,100,2/21/2024 10:00,725,434,566,attended,1,9/6/2022 10:28,8/28/2022 10:00,725,969,3,5,5,4,4.25,Passive,"By the end, the mentors were down-to-earth and answered real questions, the panel Q&A during Mentor Office Hours really clicked for me; I might recommend it depending on the topic. The goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable! There were concrete examples I can reuse at school, the resume clinic during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda.",8/6/2024 5:04,725,527,BS in Computer Science,8/19/2024,,,,
726,isabella.ramirez753@community.org,Isabella,Ramirez,2/24/2008 0:00,participant,801-913-2605,Spanish Fork,UT,84830,Mountain View High,STEM,,,,,,,726,1,Mentor Office Hours,2/9/2025 10:00,2/9/2025 12:00,Ella Rises HQ,100,2/2/2025 10:00,726,435,13,attended,1,9/18/2025 10:05,9/11/2025 10:00,726,970,4,5,4,5,4.5,Promoter,"Overall, the color theory lesson during Monthly Art Studio Workshop really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning. The mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; This was absolutely worth the time.  especially for beginners. The mixed-media project during Monthly Art Studio Workshop really clicked for me, I left with actionable next steps.",8/16/2023 17:08,726,527,Systems Analyst,9/18/2024,,,,
727,abigail.scott754@ellarises.org,Abigail,Scott,1/15/2006 0:00,participant,801-423-3174,Taylorsville,UT,84973,BYU,STEM,,,,,,,727,8,Web Dev Bootcamp Night,6/30/2023 10:00,6/30/2023 12:00,Virtual Zoom,100,6/23/2023 10:00,727,435,121,attended,1,6/1/2025 10:08,5/22/2025 10:00,727,971,5,4,5,4,4.5,Passive,"The networking breakouts during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. The panel Q&A during Mentor Office Hours really clicked for me, I left with actionable next steps; I left energized to keep learning. To be fair, I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me (snacks were a plus).",4/3/2023 19:19,727,528,Web Development Certificate,1/16/2025,,,,
728,emily.johnson755@community.org,Emily,Johnson,10/17/2010 0:00,participant,801-920-8524,Murray,UT,84166,Art Studio,Both,,,,,,,728,8,Web Dev Bootcamp Night,3/15/2024 10:00,3/15/2024 12:00,Ella Rises HQ,100,3/8/2024 10:00,728,435,567,attended,1,4/3/2022 10:14,3/11/2022 10:00,728,972,4,5,5,4,4.5,Passive,"The mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me  which surprised me in a good way. The mentors were down-to-earth and answered real questions, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. I didn't expect this, but, the pacing made complex ideas feel doable, the mentor roundtable during Mentor Office Hours really clicked for me; This was absolutely worth the time.",1/9/2022 19:20,728,528,BS in Computer Science,8/19/2024,,,,
729,sophia.robinson756@community.org,Sophia,Robinson,2/24/2002 0:00,participant,801-920-7641,St. George,UT,84896,Retail Store,Arts,,,,,,,729,6,Data Science Study Group,2/12/2025 10:00,2/12/2025 12:00,Art Studio 2,100,2/5/2025 10:00,729,436,422,no-show,0,,3/6/2025 10:00,729,973,4,5,5,4,4.5,Passive,"To be fair, the goal-setting exercise during Leadership Circle Meetup really clicked for me, I left with actionable next steps; I left energized to keep learning.",2/15/2025 12:03,729,528,Systems Analyst,9/18/2024,,,,
730,theodore.smith757@ellarises.org,Theodore,Smith,11/28/2009 0:00,participant,801-907-6454,Bountiful,UT,84915,Westview High,Arts,,,,,,,730,2,Robotics Lab Saturday,5/20/2023 10:00,5/20/2023 12:00,Local Library,100,5/13/2023 10:00,730,437,563,attended,1,4/15/2023 10:11,3/30/2023 10:00,730,974,5,5,4,3,4.25,Detractor,"The pacing made complex ideas feel doable, the networking breakouts during Mentor Office Hours really clicked for me. The organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me (wish there had been more time). The goal-setting exercise during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions.",8/13/2023 16:07,730,529,Middle School Diploma,3/20/2022,,,,
731,elijah.moore758@studentmail.org,Elijah,Moore,7/18/2009 0:00,participant,801-543-1898,Ogden,UT,84636,Startup Lab,Both,,,,,,,731,8,Web Dev Bootcamp Night,5/5/2023 10:00,5/5/2023 12:00,Virtual Zoom,100,4/28/2023 10:00,731,438,213,attended,1,1/25/2025 10:11,1/6/2025 10:00,731,975,3,5,5,4,4.25,Passive,"Surprisingly, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic.  especially for beginners.",8/28/2025 5:22,731,530,Data Analyst,3/25/2027,,,,
732,natalie.brown759@ellarises.org,Natalie,Brown,3/14/2006 0:00,participant,801-676-1669,Bountiful,UT,84375,UVU,STEM,,,,,,,732,4,Monthly Coding Club,3/15/2022 10:00,3/15/2022 12:00,Local Library,100,3/8/2022 10:00,732,438,568,attended,1,10/4/2022 10:24,9/22/2022 10:00,732,976,5,4,4,5,4.5,Promoter,"The pacing made complex ideas feel doable, the resume clinic during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program.  which surprised me in a good way. The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time.",1/12/2022 15:07,732,531,AAS in Drafting & Design,6/21/2025,,,,
733,harper.scott760@studentmail.org,Harper,Scott,7/19/2000 0:00,participant,801-444-9841,St. George,UT,84343,Tech Apprenticeship,Arts,,,,,,,733,2,Robotics Lab Saturday,10/18/2025 10:00,10/18/2025 12:00,Local Library,100,10/11/2025 10:00,733,438,197,attended,1,7/4/2025 10:16,6/13/2025 10:00,733,977,5,5,4,5,4.75,Promoter,"To be fair, the mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. (snacks were a plus). In my opinion, the hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me.",4/16/2025 22:19,733,532,AAS in Drafting & Design,6/21/2025,,,,
734,grace.anderson761@learners.net,Grace,Anderson,4/4/2013 0:00,participant,801-473-9250,Draper,UT,84920,SLCC,Arts,,,,,,,734,5,Intro to Painting Class,10/20/2022 10:00,10/20/2022 12:00,Virtual Zoom,100,10/13/2022 10:00,734,438,194,attended,1,6/14/2022 10:26,5/30/2022 10:00,734,978,5,3,4,4,4,Passive,"To be fair, the mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I'm curious to see how the next session improves.",9/16/2025 17:23,734,533,Competition Award,7/6/2022,,,,
735,charlotte.jones762@learners.net,Charlotte,Jones,10/24/2009 0:00,participant,801-697-9215,Draper,UT,84464,Community Center,STEM,,,,,,,735,1,Mentor Office Hours,5/19/2024 10:00,5/19/2024 12:00,Art Studio 2,100,5/12/2024 10:00,735,439,569,attended,1,2/6/2024 10:21,1/16/2024 10:00,735,979,4,3,4,4,3.75,Passive,"To be fair, some sections moved quickly but were still useful, and the resume clinic was helpful during Girls in STEAM Mentoring  which surprised me in a good way. Slides were dense, though the discussion helped, and the goal-setting exercise was helpful during Girls in STEAM Mentoring! From my perspective, I knew parts of it already, but I still learned something, and the mentor roundtable was helpful during Girls in STEAM Mentoring.",6/2/2022 5:19,735,533,Mentorship Program,1/20/2025,,,,
736,jack.wright763@learners.net,Jack,Wright,3/23/2002 0:00,participant,801-576-2075,Riverton,UT,84636,Startup Lab,Arts,,,,,,,736,6,Data Science Study Group,2/2/2022 10:00,2/2/2022 12:00,Ella Rises HQ,100,1/26/2022 10:00,736,440,239,attended,1,1/31/2024 10:05,1/4/2024 10:00,736,981,5,5,5,4,4.75,Passive,"There were concrete examples I can reuse at school, the robot build during Web Dev Bootcamp Night really clicked for me. In my opinion, the coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions. The Arduino demo during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together.",6/9/2024 0:13,736,534,Competition Award,7/6/2022,,,,
737,emily.garcia764@community.org,Emily,Garcia,9/11/2001 0:00,participant,801-278-2791,Orem,UT,84296,BYU,STEM,,,,,,,737,4,Monthly Coding Club,12/15/2024 10:00,12/15/2024 12:00,Virtual Zoom,100,12/8/2024 10:00,737,440,36,attended,1,4/21/2024 10:26,4/19/2024 10:00,737,982,5,4,4,4,4.25,Passive,"The pacing made complex ideas feel doable, the sketch warmups during Intro to Painting Class really clicked for me! The organizers ran things smoothly even with a big crowd, the mixed-media project during Intro to Painting Class really clicked for me! The color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",12/28/2023 18:19,737,534,Mentorship Program,1/20/2025,,,,
738,aria.young765@studentmail.org,Aria,Young,7/29/2004 0:00,participant,801-842-1371,Sandy,UT,84534,SLCC,Both,,,,,,,738,6,Data Science Study Group,6/5/2024 10:00,6/5/2024 12:00,Art Studio 2,100,5/29/2024 10:00,738,441,476,attended,1,3/30/2024 10:12,3/11/2024 10:00,738,983,5,5,5,5,5,Promoter,"Honestly, the pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. From my perspective, there were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me  next time I'd bring a friend. The goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable.",5/8/2023 1:17,738,535,Middle School Diploma,7/10/2023,,,,
739,ethan.rodriguez766@community.org,Ethan,Rodriguez,7/16/2004 0:00,participant,801-654-1351,Draper,UT,84431,Valley Charter,STEM,,,,,,,739,10,Monthly Art Studio Workshop,12/15/2021 10:00,12/15/2021 12:00,Ella Rises HQ,100,12/8/2021 10:00,739,442,438,attended,1,9/18/2024 10:17,9/13/2024 10:00,739,984,5,4,5,5,4.75,Promoter,"The gallery walk during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected  especially for beginners. By the end, there were concrete examples I can reuse at school, the mixed-media project during Intro to Painting Class really clicked for me!",10/10/2024 20:15,739,536,High School Diploma,8/27/2022,,,,
740,emma.anderson767@learners.net,Emma,Anderson,11/26/2008 0:00,participant,801-551-6346,Taylorsville,UT,84593,Local Library,Both,,,,,,,740,4,Monthly Coding Club,2/15/2022 10:00,2/15/2022 12:00,Ella Rises HQ,100,2/8/2022 10:00,740,443,570,attended,1,8/30/2025 10:06,8/11/2025 10:00,740,986,5,5,5,4,4.75,Passive,"The Arduino demo during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps. I didn't expect this, but, the robot build during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. The mentors were down-to-earth and answered real questions, the Arduino demo during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time.",11/4/2022 19:10,740,537,Studio Assistant,9/17/2029,,,,
741,mason.scott768@community.org,Mason,Scott,11/15/2004 0:00,participant,801-780-3161,Riverton,UT,84312,North Summit High,Arts,,,,,,,741,6,Data Science Study Group,12/20/2023 10:00,12/20/2023 12:00,Local Library,100,12/13/2023 10:00,741,444,571,attended,1,5/15/2024 10:13,4/22/2024 10:00,741,988,5,5,5,4,4.75,Passive,"It boosted my confidence more than I expected, the robot build during Monthly Coding Club really clicked for me; I'd come again and bring a classmate next time. The robot build during Monthly Coding Club really clicked for me, the organizers ran things smoothly even with a big crowd. From my perspective, the organizers ran things smoothly even with a big crowd, the coding challenges during Monthly Coding Club really clicked for me.",11/15/2022 11:14,741,538,Middle School Diploma,1/5/2025,,,,
742,madison.walker769@learners.net,Madison,Walker,12/2/2005 0:00,participant,801-248-3430,Murray,UT,84789,BYU,Arts,,,,,,,742,2,Robotics Lab Saturday,6/11/2022 10:00,6/11/2022 12:00,Ella Rises HQ,100,6/4/2022 10:00,742,444,572,attended,1,3/26/2025 10:20,3/14/2025 10:00,742,990,4,4,5,5,4.5,Promoter,"The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Mentor Office Hours really clicked for me (snacks were a plus)! There were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend.",8/18/2024 14:23,742,539,Web Development Certificate,1/14/2025,,,,
743,chloe.flores770@studentmail.org,Chloe,Flores,8/13/2001 0:00,participant,801-379-3514,Murray,UT,84187,Valley Charter,STEM,,,,,,,743,5,Intro to Painting Class,6/30/2022 10:00,6/30/2022 12:00,Local Library,100,6/23/2022 10:00,743,444,319,attended,1,3/23/2025 10:21,2/25/2025 10:00,743,991,4,4,4,5,4.25,Promoter,"At first, I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. In my opinion, the networking breakouts during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; It was useful overall. Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps; I'm curious to see how the next session improves.",5/14/2023 18:06,743,540,Middle School Diploma,6/8/2027,,,,
744,mia.lee771@studentmail.org,Mia,Lee,8/8/2002 0:00,participant,801-578-4022,Riverton,UT,84267,Cafe Rio,Both,,,,,,,744,8,Web Dev Bootcamp Night,9/6/2024 10:00,9/6/2024 12:00,Virtual Zoom,100,8/30/2024 10:00,744,445,246,attended,1,6/15/2025 10:09,5/20/2025 10:00,744,992,4,4,5,4,4.25,Passive,"The watercolor session during Intro to Painting Class really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves. Overall, the color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together. I met people who want to collaborate on projects, the watercolor session during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves.  which surprised me in a good way.",11/11/2023 0:22,744,540,Digital Illustration Certificate,6/8/2032,,,,
745,isabella.lee772@learners.net,Isabella,Lee,8/24/2001 0:00,participant,801-659-9845,St. George,UT,84382,Cafe Rio,Arts,,,,,,,745,7,Leadership Circle Meetup,8/15/2023 10:00,8/15/2023 12:00,Ella Rises HQ,100,8/8/2023 10:00,745,446,573,attended,1,6/15/2023 10:10,6/8/2023 10:00,745,993,4,5,4,4,4.25,Passive,"Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I might recommend it depending on the topic. The mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; It was useful overall. Overall, there were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me.",9/25/2023 6:21,745,541,High School Diploma,2/4/2026,,,,
746,avery.johnson773@community.org,Avery,Johnson,3/8/2005 0:00,participant,801-348-8504,Spanish Fork,UT,84787,North Summit High,STEM,,,,,,,746,5,Intro to Painting Class,1/11/2024 10:00,1/11/2024 12:00,Ella Rises HQ,100,1/4/2024 10:00,746,446,241,attended,1,1/26/2023 10:16,1/3/2023 10:00,746,994,4,4,4,4,4,Passive,"I didn't expect this, but, the web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; I might recommend it depending on the topic.",6/18/2022 7:08,746,543,AS in Computer Science,8/6/2025,,,,
747,ethan.allen774@learners.net,Ethan,Allen,9/5/2010 0:00,participant,801-496-3409,Murray,UT,84486,Art Studio,Arts,,,,,,,747,1,Mentor Office Hours,5/28/2023 10:00,5/28/2023 12:00,Virtual Zoom,100,5/21/2023 10:00,747,446,429,attended,1,11/16/2024 10:26,10/29/2024 10:00,747,995,4,4,4,5,4.25,Promoter,"I left with actionable next steps, the Arduino demo during Robotics Lab Saturday really clicked for me; It was useful overall. I met people who want to collaborate on projects, the coding challenges during Robotics Lab Saturday really clicked for me; It was useful overall. If I'm being honest, the Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic.  especially for beginners! The data activity during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I might recommend it depending on the topic.",3/27/2022 17:01,747,544,Data Analyst,10/29/2025,,,,
748,violet.davis775@community.org,Violet,Davis,11/28/2004 0:00,participant,801-894-2914,Provo,UT,84143,Westview High,Arts,,,,,,,748,5,Intro to Painting Class,12/16/2021 10:00,12/16/2021 12:00,Virtual Zoom,100,12/9/2021 10:00,748,446,234,attended,1,11/15/2024 10:25,10/22/2024 10:00,748,996,4,5,5,4,4.5,Passive,"The mentors were down-to-earth and answered real questions, the coding challenges during Data Science Study Group really clicked for me; This was absolutely worth the time! The pacing made complex ideas feel doable, the Arduino demo during Data Science Study Group really clicked for me.",9/17/2025 23:27,748,545,MBA,8/18/2029,,,,
749,victoria.lewis776@learners.net,Victoria,Lewis,2/1/2011 0:00,participant,801-256-4197,Ogden,UT,84335,Cafe Rio,STEM,,,,,,,749,2,Robotics Lab Saturday,5/10/2025 10:00,5/10/2025 12:00,Ella Rises HQ,100,5/3/2025 10:00,749,447,520,attended,1,6/4/2025 10:02,5/26/2025 10:00,749,997,5,4,4,3,4,Detractor,"The sketch warmups during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects  next time I'd bring a friend. The mixed-media project during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects  next time I'd bring a friend.",10/31/2025 17:02,749,546,Internship,1/15/2022,,,,
750,penelope.gonzalez777@ellarises.org,Penelope,Gonzalez,6/24/2009 0:00,participant,801-656-2431,Ogden,UT,84552,SLCC,STEM,,,,,,,750,5,Intro to Painting Class,5/9/2024 10:00,5/9/2024 12:00,Ella Rises HQ,100,5/2/2024 10:00,750,448,574,attended,1,3/2/2022 10:24,2/13/2022 10:00,750,998,4,4,5,4,4.25,Passive,"From my perspective, the organizers ran things smoothly even with a big crowd, the Python lab during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. Overall, the hands-on segment tied everything together, the data activity during Robotics Lab Saturday really clicked for me. The pacing made complex ideas feel doable, the Arduino demo during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda!",4/7/2024 0:15,750,547,Lifeguard,9/28/2025,,,,
751,alexander.lee778@ellarises.org,Alexander,Lee,4/17/2006 0:00,participant,801-351-8006,Draper,UT,84408,SLCC,Arts,,,,,,,751,3,Girls in STEAM Mentoring,4/22/2025 10:00,4/22/2025 12:00,Local Library,100,4/15/2025 10:00,751,449,285,attended,1,11/19/2024 10:08,11/12/2024 10:00,751,999,5,4,5,4,4.5,Passive,"If I'm being honest, the web dev sprint during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning. To be fair, the coding challenges during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program.",12/24/2021 22:11,751,548,Lifeguard,9/28/2025,,,,
752,olivia.jackson779@learners.net,Olivia,Jackson,11/2/2002 0:00,participant,801-656-2435,Draper,UT,84316,Art Studio,Arts,,,,,,,752,10,Monthly Art Studio Workshop,5/15/2022 10:00,5/15/2022 12:00,Community Center Room A,100,5/8/2022 10:00,752,450,575,attended,1,11/28/2023 10:14,11/21/2023 10:00,752,1000,4,5,4,5,4.5,Promoter,"To be fair, the web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable. The web dev sprint during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected.",1/12/2025 22:06,752,549,AS in Computer Science,6/2/2023,,,,
753,oliver.lewis780@learners.net,Oliver,Lewis,5/5/2014 0:00,participant,801-945-7944,Orem,UT,84826,Startup Lab,Arts,,,,,,,753,1,Mentor Office Hours,9/3/2023 10:00,9/3/2023 12:00,Community Center Room A,100,8/27/2023 10:00,753,451,241,attended,1,1/26/2023 10:01,1/17/2023 10:00,753,1001,4,5,4,5,4.5,Promoter,"Honestly, the hands-on segment tied everything together, the data activity during Web Dev Bootcamp Night really clicked for me! The web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps  which surprised me in a good way. I didn't expect this, but, it boosted my confidence more than I expected, the data activity during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning.  next time I'd bring a friend.",5/23/2025 20:16,753,550,AS in Computer Science,6/2/2023,,,,
754,camila.nguyen781@ellarises.org,Camila,Nguyen,10/13/2009 0:00,participant,801-510-8776,St. George,UT,84213,UVU,STEM,,,,,,,754,6,Data Science Study Group,11/27/2024 10:00,11/27/2024 12:00,Local Library,100,11/20/2024 10:00,754,452,576,attended,1,1/31/2023 10:16,1/27/2023 10:00,754,1002,4,4,4,4,4,Passive,"Honestly, the mentor roundtable during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects! The resume clinic during Leadership Circle Meetup really clicked for me, the mentors were down-to-earth and answered real questions  especially for beginners. To be fair, the panel Q&A during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; I'd attend again with a clearer agenda. (snacks were a plus).",1/16/2025 19:09,754,551,AS in Computer Science,6/2/2023,,,,
